Meta Feature,Coefficient,Absolute Coefficient
cat_prob,5.053870652237193,5.053870652237193
lgbm_prob,4.546487193000471,4.546487193000471
xgb_prob,1.774919566448617,1.774919566448617
nn_prob,0.7556787868193121,0.7556787868193121
rf_prob,-0.29883892648001326,0.29883892648001326
